단어,빈도수
입원,6
귀퉁이,6
있기는,6
알았던,6
주저앉아,6
맥주,6
남녀,6
않을까,6
고집,6
나름,6
해준,6
전국,6
사환,6
튼,6
겸,6
떨어지는,6
할지,6
목도리,6
나갈,6
봉우리,6
여태,6
꺼,6
사망자,6
있었어요,6
문지르며,6
젖가슴,6
밤바람,6
취하,6
특유,6
끈끈,6
끈질기게,6
반대,6
잘라,6
있나요,6
입자,6
들의,6
형상,6
변명,6
이어서,6
돌아갈,6
부터는,6
집요하게,6
인쇄,6
쏟아져,6
에서의,6
넣으며,6
유지,6
갔을까,6
세웠다,6
닮은,6
있는데,6
싶,6
출발,6
하룻밤,6
진작,6
여기는,6
쓰러졌다,6
무너져,6
뒷걸음질,6
여태껏,6
옮겨,6
페이지,6
유언,6
물속,6
뚜벅뚜벅,6
어보,6
아아,6
경우,6
산간,6
다고,6
파이프,6
들어오는,6
갈수록,6
혹,6
심각한,6
찬물,6
찼다,6
친척,6
진지하게,6
달리는,6
정이,6
어떻,6
굳게,6
걸레,6
일종,6
백여,6
매달려,6
청,6
취기,6
안내,6
지명,6
없었으므로,6
므로,6
염,6
널,6
휘,6
왕,6
없지,6
믿지,6
끝나는,6
비교,6
인생,6
닮아,6
폈다,6
소년,6
구석구석,6
공중전화,6
가끔,6
일어난,6
외면,6
일인,6
꼭대기,6
가만히,6
으나,6
맺혔다,6
더럽고,6
어쩐지,6
헤치고,6
출장,6
인천,6
술병,6
투,6
문턱,6
진폐,6
처리,6
지지,6
평범한,6
내려온,6
음식,6
이나마,6
받지,6
어머,6
마주쳤다,6
죽는,6
옮겼다,6
유,6
셈,6
없소,6
폐석,6
코너,6
비해,6
그중,6
방법,6
두시,6
다닐,6
했기,6
얹은,6
한순간,6
어리어,6
층계,5
버림,5
문학상,5
가치,5
날려,5
찍혀,5
맞추어,5
유인물,5
느끼지,5
것임,5
어렴풋이,5
부스,5
라니,5
강하게,5
자락,5
고통스러운,5
체온,5
허름,5
걸친,5
그럭저럭,5
인정,5
우유,5
굉장히,5
월,5
나머지,5
1월,5
챙겨,5
소문,5
대는,5
해요,5
뒤통수,5
승강장,5
아랫,5
포,5
무척,5
액체,5
그다음,5
잡아,5
남짓,5
식은땀,5
걸어서,5
대접,5
결혼식,5
때렸다,5
검고,5
소읍,5
눈부신,5
쉰,5
숨막히는,5
만드는,5
무시무시한,5
대낮,5
바삐,5
집들이,5
경사,5
음영,5
언덕,5
배기,5
실려,5
처지,5
엄지손가락,5
찍어야,5
지연,5
가자,5
카메,5
좀처럼,5
감싸,5
들어섰다,5
없어진,5
달력,5
앓는,5
스,5
느꼈던,5
되었다는,5
파출소,5
엔,5
녹슨,5
롭고,5
놓고,5
기대,5
홀린,5
흉,5
통화,5
려고,5
다섯시,5
어쩔,5
스탠드,5
/,5
혼란,5
비탈길,5
걷,5
날이면,5
시끄러운,5
내놓은,5
슬래브,5
간절한,5
식사,5
컷,5
2월,5
버리기,5
모았다,5
군대,5
빛깔,5
떴을,5
물잔,5
떨며,5
뜯으며,5
더러웠다,5
좌판,5
구입,5
덕항산,5
올렸다,5
먹었다,5
모르겠어,5
골짝,5
고정,5
터미널,5
멋쩍,5
스테이지,5
밥상,5
쾌활한,5
금고,5
말투,5
머뭇거리는,5
캔,5
편안한,5
탁,5
빨라졌다,5
하다못해,5
손님,5
이라서,5
흉하게,5
뉘었다,5
팔로,5
포기,5
얼핏,5
눈부시게,5
벌거,5
짧고,5
동물,5
드러내고,5
저기,5
씹으며,5
작고,5
소름,5
욕망,5
본능,5
담아가지고,5
항의,5
미인,5
속옷,5
고는,5
붕괴,5
감은,5
오른손,5
날름,5
어릴,5
집이었다,5
돌아서서,5
생기,5
깊게,5
밝혀진,5
같았,5
재촉,5
김,5
칠흑,5
아예,5
전기,5
반발,5
포착,5
밭,5
찾아낸,5
아닌데,5
들려,5
방식,5
일시,5
가죽,5
걷고,5
끝난,5
대형,5
잠그고,5
벌린,5
끄덕,5
자동,5
전화선,5
돌아온,5
울려,5
자라,5
날짜,5
얼레,5
분명한,5
왼쪽,5
장화,5
다니면서,5
캐비닛,5
함정,5
한자,5
집어넣었다,5
재미있는,5
분들,5
무명,5
없잖아요,5
비밀,5
감싸고,5
..,5
지폐,5
좋아했다,5
돌아올,5
혈관,5
올라왔다,5
싶게,5
모른다고,5
출신,5
컴컴한,5
므,5
비친,5
익은,5
뒤늦게,5
대충,5
금세,5
질러,5
이었는지,5
문화,5
나서,5
매달린,5
80년,5
뒤집어,5
섬광,5
있으,5
벌어진,5
손목시계,5
심,5
열두,5
다문,5
지났다,5
광원,5
화들짝,5
않아도,5
덮고,5
사위,5
엄살,5
광기,5
빨래,5
해주는,5
이를테면,5
않자,5
나아가는,5
세면대,5
딸꾹질,5
애쓰며,5
어째서,5
햇,5
가수,5
닫고,5
그러다가,5
론,5
교육,5
산업,5
외지,5
동이,5
그리움,5
하겠다고,5
뚫어지게,5
느낀,5
출근,5
우울,5
가도,5
아파,5
먹어,5
댄,5
녜,5
달아났다,5
운전사,5
비죽,5
기껏,5
좁고,5
훔쳐,5
지나가는,5
여보세요,5
내뱉었다,5
건너편,5
느껴지지,5
흘러내리는,5
만나게,5
시골,5
물줄기,5
활,5
해줄,5
화요일,5
실리,5
음산한,5
단어,5
"······""",5
나지막이,5
포구,5
그토록,5
보면서,5
혐오,5
대조,5
뱉어,5
따뜻한,5
있니,5
굽,5
뿐이었,5
폭,5
무너,5
벌려,5
다니며,5
주발,5
스쳐가는,5
깨달,5
노란,5
등지,5
끝나지,5
겨우,5
귀신,5
심부름,5
들뜬,5
심상하,5
이랑,5
몰고,5
역무,5
사체,5
통해,5
떨었다,5
행방,5
격렬한,5
후배,5
돌아가,5
어쩌다가,5
좋다고,5
예,5
개는,5
미미한,5
좋을,5
로만,5
기대고,5
칸막이,5
창백한,5
동생,5
에라도,5
귀가,5
불평,5
솜씨,5
렌즈,5
펴,5
용케,5
만들었다,5
보통,5
들어올,5
감촉,5
피하,5
찾아갔다,5
무섭게,5
으로만,5
열람,5
추위,5
건네었다,5
십오,5
꺼져,5
집도,5
작아,5
없어서,5
남편,5
있으리라,5
덮은,5
반사,5
힘들,5
헝클어진,5
한식,5
푸른빛,5
무적인,5
만다,5
이라기,5
지은,5
감지,5
부부,5
올리며,5
희끗희끗,5
되었다고,5
합리화,5
꽁지머리,5
했었는데,5
우연히,5
있어서,5
딱,5
켜지,5
갈망,5
든지,5
빠져나온,5
눈동자,5
전전,5
참을성,5
씻었다,5
고립,5
참으로,5
덧,5
귓속,5
우체국,5
자는,5
해본,5
나중,5
드문드문,5
하여금,5
밟아,5
들여,5
손잡이,5
야기,5
찰흙,5
신기한,5
아니라면,5
공용,5
지기,5
문질렀다,5
이었던,5
떡,5
다닌,5
넓은,5
앞서,5
보다도,5
성과,5
프라이팬,5
다운,5
하다고,5
말끝,5
개발,5
작정,5
송곳니,5
가량,5
열려,5
갔던,5
",""",5
문학동네,5
골똘,5
공격,5
느껴,5
당,5
원망,5
인용,5
증거,5
출,5
왔소,5
하도,5
슈퍼,5
만들고,5
속삭였다,5
재떨이,5
울어,5
닷,5
미루어,5
멨다,5
위협,5
몸매,5
생김새,5
센티미터,5
수초,5
햇볕,5
캐,5
하였으나,5
빌어먹을,5
볼품,5
바위,5
눈치,5
냇물,5
열세,5
화상,5
주말,5
박스,5
곡선,5
화전,5
불렀다,5
넌,5
혼잣말,5
비벼,5
웃지도,5
간부,5
불어,5
꼴,5
갈라진,5
움,5
가능성,5
의문,5
적힌,5
담긴,5
두었다,5
서도,5
내릴,5
으로써,4
가라,4
031,4
핏기,4
빠져나올,4
글쎄요,4
막아,4
터뜨릴,4
두툼,4
명부,4
넣을,4
끌어,4
열렸다,4
신의,4
""".",4
슬픔,4
언뜻,4
구별,4
위험한,4
이천,4
과묵,4
삼십분,4
산길,4
걸어야,4
벽돌,4
흐렸다,4
필자,4
걸어가,4
건너,4
뒤채,4
오줌,4
암흑,4
이상하게도,4
영세,4
빠져나와,4
했는지,4
호적,4
육십,4
싶었지만,4
여느,4
괜찮을,4
황곡행,4
읽어,4
필터,4
아닙니까,4
하시는,4
말끄러미,4
오직,4
쏘아보았다,4
받으며,4
일으킨,4
남지,4
어제,4
나자,4
넘어가고,4
스커트,4
기어이,4
상황,4
할머니,4
떼어,4
친김,4
앉았던,4
들어가기,4
불렀을,4
양반,4
벅찬,4
수줍은,4
거짓,4
어린아이처럼,4
방해,4
지워,4
아빠,4
구르고,4
온통,4
지쳐,4
분별,4
놀랐는지,4
죽기,4
이었소,4
밝음,4
결정,4
곤혹,4
삼사,4
집요한,4
커,4
전공,4
다름없는,4
짓는,4
편안하게,4
새끼손가락,4
아닙니다,4
기세,4
적막,4
아니에요,4
가위,4
우스,4
들어가자,4
야간,4
무시,4
비싼,4
멈추지,4
꿈속,4
실렸다,4
두르고,4
측,4
해봐요,4
돌리고,4
작업실,4
각각,4
표지,4
한나절,4
으레,4
찾은,4
웃기,4
빙글빙글,4
적의,4
개천,4
자신감,4
유학,4
강인한,4
갑,4
있으니까,4
필체,4
블라우스,4
합격,4
넘어갈,4
지상,4
풍선,4
갖,4
빨갛게,4
매력,4
귀염,4
넣는,4
그로,4
남자에게,4
스타일,4
하는데요,4
형식,4
아기,4
그믐밤,4
뭉크,4
가다,4
부인,4
진정,4
적어,4
보관,4
아래층,4
끊은,4
하기도,4
태운,4
내려가,4
걸리지,4
밟고,4
모른다는,4
그물,4
꿇고,4
기어다니며,4
믿어,4
쩍,4
들어요,4
묶은,4
추운,4
숟가락,4
이었는지도,4
붙,4
서른,4
하더니,4
단아,4
이끄는,4
느끼는,4
늙어,4
다짐,4
울림,4
있었나요,4
간지,4
걷어,4
파묻고,4
수영,4
짧,4
떠오르는,4
뒤지고,4
않았니,4
찾아와,4
올라가는,4
내민,4
순한,4
그땐,4
조치,4
팔다리,4
진열,4
다녔다,4
하는가,4
담담했다,4
독자,4
다가오는,4
보러,4
낚싯배,4
전복,4
서랍,4
들어오지,4
기진,4
않겠니,4
진담,4
꼼짝,4
라며,4
야산,4
주방,4
동요,4
되자,4
흘리고,4
재미,4
치료,4
차게,4
우울하게,4
반응,4
실수,4
벌리고,4
아득한,4
던졌다,4
다시는,4
누르며,4
끝나고,4
아무렇게나,4
삼분,4
따라서,4
육지,4
썰물,4
밀린,4
일으켰다,4
창틀,4
이니까,4
흑백,4
뚜렷한,4
드,4
남매,4
냉담한,4
악몽,4
선택,4
남겨,4
연결,4
들었던,4
뿐인,4
칼날,4
따라가서,4
오호,4
참아,4
내기,4
쌓아,4
발행,4
환영,4
비탈,4
지껄여,4
닫았다,4
나가야,4
비켜,4
마따나,4
애썼다,4
평생,4
짓고,4
친밀,4
그랬던,4
오케이,4
어리석게도,4
않았소,4
공사,4
내고,4
기관차,4
만의,4
억양,4
끊,4
떼,4
형체,4
경이,4
왈칵,4
정수리,4
넘어,4
구겨,4
숙제,4
말듯,4
얻을,4
비치,4
않다,4
묻지,4
물었던,4
버릇,4
싫어하는,4
걸고,4
밑바닥,4
나서는,4
헤,4
광고,4
어른,4
꿈틀,4
허락,4
묻어,4
더디,4
견고한,4
무기,4
술집,4
찾아간,4
에선,4
너희,4
기슭,4
아니냐,4
보냈다,4
있구나,4
발작,4
절반,4
직감,4
하겠소,4
인터뷰,4
않았으므로,4
돋은,4
최소한,4
젖혔다,4
주문,4
왔어,4
악문,4
대단히,4
검은색,4
단순한,4
여럿,4
좋아하는,4
도시락,4
포복,4
편집,4
회의,4
멘,4
운영,4
제각기,4
쪽찐,4
늙고,4
다행히,4
얄팍한,4
그네,4
고막,4
춤추는,4
런,4
시기,4
석유,4
이루어져,4
지탱,4
장마,4
보였던,4
휴일,4
싸인,4
띄었다,4
않았을까,4
또한,4
씹어,4
깊,4
완전한,4
찌푸린,4
뿌옇게,4
선로,4
엉거주춤,4
제일,4
희망이,4
C,4
걷기,4
저으,4
정황,4
뒹굴,4
직,4
연한,4
심지어,4
색채,4
열지,4
여겼던,4
골라,4
형성,4
완고한,4
성벽,4
호감,4
빠져나오자,4
밤색,4
뿔테,4
만으로도,4
녹초,4
혼,4
쓰레기,4
모퉁이,4
쓰레기봉지,4
반닫이,4
큰길,4
얘,4
돌아보며,4
부지런히,4
드러낸,4
여름날,4
집안,4
태어나기,4
세월,4
살수,4
있었는지,4
지냈다,4
더한,4
탈출,4
인가요,4
앳된,4
흥분,4
였다면,4
솜,4
늘어서,4
모금,4
열정,4
교무,4
몰입,4
됐든,4
거지,4
조명,4
켜,4
가난,4
글씨,4
돌아보지,4
해안,4
구둣발,4
흘러,4
얇고,4
병방,4
구부리,4
오고,4
은박,4
기다려,4
반가워,4
가스,4
아니었지만,4
홀리데이,4
관련,4
외치,4
갈수,4
평화,4
낚시,4
옥죄,4
깊숙이,4
만났다,4
들어가지,4
황곡역,4
햇살,4
연도,4
영도,4
놀라게,4
벌,4
확실히,4
영혼,4
장부,4
지우고,4
눈가,4
하려고,4
달랐다,4
그림,4
코르덴,4
깡마른,4
응급실,4
차지,4
들쥐,4
묶었다,4
산골,4
돼지고기,4
악,4
가며,4
떠올렸다,4
두른,4
무관,4
|,4
었는데,4
하구,4
걸렸다,4
톱밥,4
신경,4
광화문,4
나타나지,4
맛,4
뻗었다,4
굽이,4
육중,4
틀,4
조립,4
젖고,4
보조,4
내린,4
두서,4
갓,4
경비실,4
다가가,4
먹구름,4
가늘게,4
돌아가요,4
전형,4
만났을,4
했었,4
트리밍,4
앞쪽,4
해낼,4
목욕탕,4
갔을,4
홈,4
세워져,4
보시오,4
않소,4
둘째,4
어울려,4
한때,4
:,4
껄껄,4
구겨진,4
한편,4
살이었다,4
찔렀다,4
있었다면,4
증오,4
바라보는,4
깨고,4
미련,4
찾아볼,4
카운터,4
실태,4
측면,4
풀렸다,4
지하도,4
깔,4
수수께끼,4
말끔,4
음음,4
베개,4
또렷한,4
없었어,4
치켜들고,4
낮게,4
을까,4
그렸다,4
일본어,4
와이셔츠,4
갈겨,4
찍으면,4
충,4
뚫린,4
얻어,4
액자,4
이용,4
꾼,4
환기,4
왔다고,4
씻어,4
또박또박,4
드러내며,4
거품,4
노골,4
품고,4
받아서,4
않던,4
변기,4
입지,4
주고,4
움푹,4
질려,4
반항,4
살갖,4
옳았다,4
해주면,4
쥐색,4
우려,4
몰골,4
경찰서,4
다면,4
다녔던,4
잃을,4
온수,4
심장,4
지불,4
운행,4
꺼낼,4
쇠,4
큼직한,4
펜,4
징,4
의사,4
없었으며,4
뭔,4
늘어선,4
말씀,4
빠져나왔다,4
밀려,4
엉덩이,4
바라다보았다,4
서둘러,4
흩,4
서행,4
폐차,4
택,4
화재,4
죽은듯이,4
일어날,4
말고는,4
첫날,4
찌,4
르,4
채우고,4
풍,4
광채,4
디,4
압축,4
러닝,4
대요,4
빛나던,4
바랜,4
형태,4
깬,4
꺼진,4
흑판,4
팔절,4
가의,4
넉,4
지켜,4
왔어요,4
대처,4
먹물,4
먼발치,4
녹,4
맞지,4
흑백사진,4
파인,4
여유,4
피부,4
떨어지고,4
불가능했다,4
이긴,4
전화번호,4
학,4
또렷하게,4
밝았다,4
거머,4
매끄러운,4
았던,4
낡고,4
복사기,4
닫아,4
자연스러운,4
신경질,4
일부,4
왔,4
태어났어요,4
뜨거운,4
발음,4
나타날,4
난간,4
가를,4
불분명,4
혼령,4
왔다는,4
흉한,4
같은데,4
설마,4
급히,4
붙일,4
흐흐,4
해진,4
차도,4
벗,4
쇼,4
윈도,4
샤워,4
포장마차,4
관목,4
기다리라고,4
로서,4
반듯이,4
슬레이트,4
돌아간다,4
울음소리,4
책상다리,4
단층,4
꼿꼿이,4
지나자,4
노,4
하러,4
무게,4
헤치며,4
니라,4
한눈,4
떤,4
쥐었다,4
마라,4
꺼내기,4
전이,4
지독한,4
싱크대,4
창턱,4
라디오,4
버리지,4
왼손,4
온갖,4
깜박,4
깨물었다,4
품,4
지그시,4
처녀,4
투명하고,4
수줍게,4
작았다,4
냉장고,4
지속,4
아름다운,4
우울한,4
나흘,4
없었다는,4
상기,4
않았고,4
묶음,4
파랗게,4
발라,4
아냐,4
몸뚱,4
뒤틀어,4
지켜보았다,4
사이사이,4
북쪽,4
었,4
해보려,4
도망쳐,4
지내는,4
짐짓,4
정강이,4
타지,4
불가해한,4
쳤,4
깨어났다,4
안색,4
있습니다,4
설득,4
생시,4
쫓아오지,4
베니어,4
친친,4
자전거,4
사십,4
실릴,4
끄는,4
받,4
찍지,4
보곤,4
이럴,4
검정,4
역사,4
신은,4
마르고,4
하였지만,4
이자,4
쏘아보고,4
들기,4
나온다,4
느끼,4
필요한,4
현금,4
헐렁한,4
티셔츠,4
나가기,4
층집,4
중고,4
껴,4
할말을,4
악의,4
되면서,4
에너지,3
단편소설,3
존엄,3
수상했다,3
활동,3
책임,3
적도,3
지나친,3
앙,3
깍지,3
잃었다,3
무심하게,3
붙여,3
비웃는,3
사진이었다,3
종내,3
핀,3
의해,3
내려다보았다,3
까풀,3
어딘데,3
않으면,3
잊은,3
일일,3
독특한,3
티,3
배워,3
해볼,3
달싹,3
유난,3
올라가다,3
짚어,3
옷차림,3
없던,3
들려주었던,3
켜는,3
뗄,3
묶인,3
해야만,3
가시,3
끼워,3
서늘하게,3
알아낸,3
흘렸다,3
경기,3
보였을,3
갑작스러운,3
헐떡이며,3
산이,3
거든,3
!',3
뒤져,3
치밀었다,3
어둔,3
숨도,3
김씨,3
사람인,3
끌려,3
다녀오던,3
먹한,3
따뜻했다,3
지났을까,3
걸어도,3
뱉으며,3
흩어졌다,3
싣고,3
사내였다,3
우리나라,3
질투,3
보았,3
비어져,3
강원,3
오르기,3
그랬다,3
분명했다,3
닦으며,3
잇,3
몰아치고,3
트리,3
잖아요,3
일곱시,3
있었어,3
부들,3
가리키는,3
일정한,3
건넌,3
놓칠,3
거실,3
입도,3
연히,3
모으고,3
맞은,3
하고는,3
매만지며,3
유명한,3
앞뒤,3
세워,3
가세,3
되어서,3
정밀,3
일식집,3
가스레인지,3
얹었다,3
미세한,3
선지,3
행선,3
지를,3
삐걱,3
큼,3
불쾌한,3
경황,3
초조함이,3
더듬지,3
헤어질,3
흔드는,3
옆모습,3
일어나지,3
잦아,3
명세서,3
물감,3
방패연,3
왼,3
곧바로,3
야위어,3
힘겹게,3
늦,3
없어졌다,3
꺼낸,3
이러지,3
시켜,3
일어,3
가버렸다,3
울린,3
솔가지,3
응달,3
스트로,3
사려,3
엄습,3
취,3
꽂았다,3
고생,3
해보았다,3
틀었다,3
국물,3
앞서가는,3
대었다,3
음험,3
기름기,3
강읍,3
살려줘,3
죽지,3
가건물,3
대체로,3
정육점,3
흔들리는,3
엘,3
바꾸어,3
달려갔다,3
들렀다,3
나아갈,3
확,3
신열,3
편안해졌다,3
몸서리,3
비누,3
곳도,3
나누고,3
박고,3
각종,3
솟아오른,3
붉어졌다,3
시차,3
엎어놓,3
닫히는,3
퍼뜩,3
자랑,3
아팠다,3
목쉰,3
출판사,3
않으려,3
닌,3
균형,3
돋고,3
구부정한,3
달아오른,3
연습,3
개찰구,3
잤다,3
쓰러져,3
다니던,3
요지,3
그러잖아도,3
넘기는,3
선의,3
나일론,3
입맛,3
까지의,3
쌀쌀한,3
어귀,3
내는,3
일그러져,3
치곤,3
비쳐,3
나마,3
꾸고,3
시인,3
사무치는,3
긋,3
던져져,3
아랫입술,3
한시,3
부르기,3
떼지,3
시로,3
오징어,3
편안함,3
팔랑거리며,3
레,3
국,3
인들,3
은색,3
뜰,3
자극,3
있겠소,3
차갑게,3
앞니,3
겉옷,3
지체,3
녹색,3
부쳤다,3
건데,3
불투명한,3
바쁘게,3
쉽지,3
찢어진,3
여겨,3
뚝뚝,3
송두리째,3
멘트,3
부딪히는,3
살필,3
트는,3
산꿩,3
홀,3
두었을,3
지켜보는,3
지켜보곤,3
억센,3
불길,3
그러지,3
두려운,3
존댓말,3
서나,3
벗기,3
벗었다,3
보려고,3
있지만,3
있긴,3
있을까요,3
갈아타고,3
청량리역,3
완강,3
외마디,3
시계탑,3
백화점,3
나섰다,3
차분히,3
자라지,3
한구석,3
켜진,3
일렬,3
발갛,3
숨긴,3
미치고,3
분진,3
유일하게,3
돌아오기,3
일부러,3
매표구,3
꽃가루,3
변함,3
호소,3
멈출,3
강해졌다,3
골몰,3
이네,3
얌전한,3
학창,3
훌쩍,3
깔았다,3
정확하고,3
살기,3
있은,3
종적,3
소리쳐,3
그렇고,3
보내고,3
삼켰다,3
갈비뼈,3
정차,3
시내버스,3
잊어버린,3
날리는,3
엎드린,3
12월,3
오십천이,3
알았는데,3
빨,3
생명,3
열한시,3
올려놓았다,3
쓰며,3
통틀어,3
되풀이,3
짙게,3
꼈다,3
깁스,3
병신,3
갈기갈기,3
고려,3
되었다면,3
바라보곤,3
있느냐고,3
그랬듯이,3
오를,3
잘린,3
끊어져,3
통나무,3
내려앉은,3
비척비척,3
광장,3
종아리,3
장판,3
차고,3
그리며,3
단화,3
스타킹,3
달리던,3
멈춰,3
차근차근,3
분해,3
무감각,3
수효,3
열어요,3
꼭꼭,3
프로그램,3
침목,3
이로,3
러운,3
방도,3
내려다보며,3
부리,3
날개,3
태아,3
즉시,3
에요,3
여보,3
공책,3
철길,3
연달,3
없어졌다는,3
필요할,3
탐색,3
딱지,3
손깍지,3
오십천,3
나뭇가지,3
에서처럼,3
연탄재,3
다급하게,3
느껴질,3
올리고,3
응답,3
바보,3
어렸다,3
어딘,3
그닥,3
업,3
소가,3
입어,3
묵고,3
급속도,3
장비,3
매표원,3
남았다,3
황황,3
워낙,3
행색,3
채비,3
뱃속,3
음침한,3
보인다는,3
보자기,3
않았으,3
더더구나,3
났을,3
전신,3
두껍게,3
빠져나간,3
파리,3
학생,3
놓친,3
미로,3
사춘기,3
깨끗한,3
체구,3
늦게,3
치던,3
브,3
기둥,3
지나쳐,3
고발,3
일으키려,3
왁,3
사금,3
막내,3
열중,3
장롱,3
빗질,3
보듯이,3
맺는,3
부는,3
길어,3
장보,3
썩은,3
어무,3
타래,3
헛소리,3
패,3
잠결,3
벌떡,3
만나는,3
얄따란,3
배달,3
고무,3
널려,3
짜,3
쇠약한,3
물의,3
무력한,3
지능,3
뻘뻘,3
사지,3
마시다가,3
어울렸다,3
살았다,3
흐르는,3
보더,3
잠갔다,3
없군요,3
록,3
고객,3
끝없이,3
좋았다,3
보여준,3
근육,3
소동,3
벌인,3
실종,3
몰라도,3
여학생,3
